PUBUKPRN,KISCOURSEID,TAverage
10006840,K0418,401
10006840,K0419,404
10006840,K0420,412
10006840,K0421,412
10006840,K0422,412
10006840,K0423,406
10006840,K0423,498
10006840,K0424,380
10006840,K0424,354
10006840,K0425,383
10006840,K0425,380
10006840,K0435,412
10006840,K0438,376
10006840,K0439,381
10006840,K0439,376
10006840,K0440,362
10006840,K0440,376
10006840,K0441,376
10006840,K0441,354
10006840,K0442,376
10006840,K0444,362
10006840,K0465,452
10006840,K0465,406
10006840,K0466,452
10006840,K0466,406
10006840,K0467,376
10006840,K0469,401
10006840,K0469,376
10006840,K0470,376
10006840,K0471,418
10006840,K0480,396
10006840,K0481,396
10006840,K0482,387
10006840,K0482,396
10006840,K0483,387
10006840,K0483,396
10006840,K0485,376
10006840,K0485,381
10006840,K0485,352
10006840,K0486,383
10006840,K0486,404
10006840,K0487,383
10006840,K0487,383
10006840,K0488,366
10006840,K0489,390
10006840,K0490,498
10006840,K0490,373
10006840,K0491,373
10006840,K0491,389
10006840,K0494,376
10006840,K0494,362
10006840,K0496,387
10006840,K0497,418
10006840,K0500,376
10006840,K0501,446
10006840,K0502,432
10006840,K0502,383
10006840,K0503,406
10006840,K0503,387
10006840,K0504,389
10006840,K0505,389
10006840,K0506,362
10006840,K0506,376
10006840,K0506,401
10006841,AAL0002,232
10006841,AAL0004,480
10006841,AAL0005,1600
10006841,AAL0006,259
10006841,AAL0012,259
10006841,AAL0013,259
10006841,ART0002,291
10006841,ART0004,298
10006841,ART0005,292
10006841,ART0006,314
10006841,ART0007,345
10006841,ART0010,293
10006841,ART0010,298
10006841,ART0027,293
10006841,ART0028,269
10006841,ART0030,305
10006841,BAM0057,329
10006841,BAM0058,331
10006841,BES0001,240
10006841,BES0002,240
10006841,BES0003,240
10006841,CIE0005,247
10006841,COM0001,276
10006841,COM0003,275
10006841,COM0011,272
10006841,COM0012,246
10006841,COM0013,246
10006841,COM0014,289
10006841,COM0015,342
10006841,COM0019,342
10006841,COM0020,342
10006841,CRE0002,234
10006841,CRT0021,310
10006841,CRT0022,307
10006841,CSA0001,253
10006841,CSA0002,253
10006841,CSA0003,253
10006841,CSA0004,265
10006841,CSA0005,360
10006841,CST0005,266
10006841,CST0006,266
10006841,CST0007,266
10006841,ELR0003,310
10006841,ENG0003,480
10006841,ENG0004,480
10006841,ENG0016,580
10006841,ENG0017,480
10006841,ENG0018,580
10006841,ENG0022,310
10006841,ENG0023,310
10006841,ENG0024,310
10006841,ENG0025,310
10006841,ENG0026,310
10006841,ENG0027,480
10006841,ENG0028,480
10006841,ENG0029,247
10006841,ENG0030,310
10006841,ENG0031,480
10006841,ESH0001,227
10006841,ESH0005,247
10006841,GAM0002,290
10006841,GAM0003,358
10006841,GAM0004,263
10006841,GAM0005,344
10006841,GAM0006,342
10006841,GAM0007,342
10006841,HLT0003,300
10006841,HLT0025,300
10006841,HLT0029,296
10006841,HLT0030,294
10006841,HLT0033,294
10006841,HLT0038,294
10006841,HLT0039,294
10006841,MAT0001,256
10006841,OCD0120,329
10006841,PSY0001,270
10006841,PSY0003,280
10006841,PSY0012,264
10006841,SPO0001,303
10006841,SPT0001,318
10006841,SPT0003,265
10006841,SPT0008,326
10006841,SRB0002,310
10006841,SRB0003,710
10006841,TFS0004,300
10006841,TFS0006,264
10006841,TFS0007,278
10006842,BA_ACCFIN,376
10006842,BA_ACFN,388
10006842,BA_ALGY,370
10006842,BA_ANHI,386
10006842,BA_ARAC,370
10006842,BA_ARCH,406
10006842,BA_BEC,373
10006842,BA_BM,367
10006842,BA_BMIN,379
10006842,BA_BUSECO,365
10006842,BA_C,358
10006842,BA_CL,385
10006842,BA_CLS,374
10006842,BA_COMM,384
10006842,BA_ECM,366
10006842,BA_EGY,389
10006842,BA_ENG,390
10006842,BA_ENGLANG,391
10006842,BA_ENGLIT,391
10006842,BA_EVP,342
10006842,BA_FM,382
10006842,BA_FM,372
10006842,BA_FR,382
10006842,BA_FRIT,382
10006842,BA_FRIT,382
10006842,BA_GG,375
10006842,BA_GI,380
10006842,BA_GP,342
10006842,BA_GP,375
10006842,BA_GR,380
10006842,BA_HI,380
10006842,BA_HS,354
10006842,BA_HSI,370
10006842,BA_IB,378
10006842,BA_INTEBUS,387
10006842,BA_IPP,382
10006842,BA_IS,382
10006842,BA_LAS,390
10006842,BA_MARK,380
10006842,BA_MEL,411
10006842,BA_MKT,370
10006842,BA_ML,387
10006842,BA_MPL,378
10006842,BA_MPL,372
10006842,BA_MUSIC,422
10006842,BA_PL,378
10006842,BA_PM,400
10006842,BA_POLI,376
10006842,BA_POLIB,380
10006842,BA_POLIB,382
10006842,BA_SCOMB,387
10006842,BA_SOCI,366
10006842,BA_SPC,358
10006842,BA_SPC,358
10006842,BA_SSP,358
10006842,BA_SSP,358
10006842,BA_URPL,342
10006842,BENG_AE,377
10006842,BENG_AEPLS,408
10006842,BENG_ASI,366
10006842,BENG_ASI,383
10006842,BENG_AVS,366
10006842,BENG_AVS,383
10006842,BENG_CE,366
10006842,BENG_CSEE,366
10006842,BENG_CSEE,359
10006842,BENG_CSEEI,366
10006842,BENG_CSEEI,359
10006842,BENG_EGF,253
10006842,BENG_ELEE,366
10006842,BENG_ELEEI,366
10006842,BENG_EN,295
10006842,BENG_ID,361
10006842,BENG_MEEN,348
10006842,BENG_MMEG,295
10006842,BENG_MRSY,366
10006842,BENG_MRSY,361
10006842,BENG_MRSYI,366
10006842,BENG_MRSYI,361
10006842,BN_NURSF,384
10006842,BSC_ACMA,372
10006842,BSC_AIIP,359
10006842,BSC_AINT,359
10006842,BSC_ALGY,370
10006842,BSC_ANHB,394
10006842,BSC_BC,379
10006842,BSC_BIOSC,402
10006842,BSC_BIOVS,382
10006842,BSC_BMS,396
10006842,BSC_BSF,406
10006842,BSC_CBH,436
10006842,BSC_CHE,368
10006842,BSC_CHI,349
10006842,BSC_CHSF,260
10006842,BSC_CIN,373
10006842,BSC_CISIP,359
10006842,BSC_CISY,376
10006842,BSC_CISY4,359
10006842,BSC_CSC,366
10006842,BSC_CSFD,251
10006842,BSC_CSIP,392
10006842,BSC_DGRADF,384
10006842,BSC_DR,346
10006842,BSC_EC,360
10006842,BSC_ECCIP,359
10006842,BSC_ECCO,359
10006842,BSC_ECO,362
10006842,BSC_EE,406
10006842,BSC_EF,382
10006842,BSC_ENVSCI,356
10006842,BSC_ESFD,257
10006842,BSC_EVANT,360
10006842,BSC_GG,385
10006842,BSC_GGF,376
10006842,BSC_GL,344
10006842,BSC_GN,375
10006842,BSC_GPG,416
10006842,BSC_GPGL,356
10006842,BSC_GPP,356
10006842,BSC_ICIP,359
10006842,BSC_INCM,359
10006842,BSC_MATH,377
10006842,BSC_MB,392
10006842,BSC_MBL,416
10006842,BSC_MBO,362
10006842,BSC_MBS,380
10006842,BSC_MBS,372
10006842,BSC_MC,349
10006842,BSC_MCS,359
10006842,BSC_MCS,372
10006842,BSC_MF,366
10006842,BSC_MOCS,372
10006842,BSC_MOCS,362
10006842,BSC_MOLB,389
10006842,BSC_MSE,416
10006842,BSC_MSE,372
10006842,BSC_MSFD,260
10006842,BSC_MST,394
10006842,BSC_OC,362
10006842,BSC_OCPGG,376
10006842,BSC_OCT,384
10006842,BSC_OR,342
10006842,BSC_ORTHOF,384
10006842,BSC_OTF,384
10006842,BSC_PA,386
10006842,BSC_PH,392
10006842,BSC_PHNS,368
10006842,BSC_PHY,370
10006842,BSC_PHYRAD,368
10006842,BSC_PHYTHF,384
10006842,BSC_PM,368
10006842,BSC_PM,372
10006842,BSC_PMA,420
10006842,BSC_PNT,368
10006842,BSC_PSCF,274
10006842,BSC_PSYC,373
10006842,BSC_PSYC4,373
10006842,BSC_PY,376
10006842,BSC_PYT,419
10006842,BSC_RADF,384
10006842,BSC_RT,352
10006842,BSC_SDIP,359
10006842,BSC_SDV,359
10006842,BSC_TPDB,385
10006842,BSC_ZOOL,362
10006842,BVSC_VS,450
10006842,BVSC_VTSCF,450
10006842,B_DS,458
10006842,B_NURS,373
10006842,Business_Studies,379
10006842,Communication_and_Media,375
10006842,Economics,356
10006842,English,390
10006842,European_Languages,382
10006842,Film_Studies,384
10006842,History_and_Archaeology,385
10006842,Irish_Studies,382
10006842,LLB_LAF,373
10006842,LLB_LBS,382
10006842,LLB_LC,375
10006842,LLB_LF,427
10006842,LLB_LG,380
10006842,LLB_LG,387
10006842,LLB_LI,382
10006842,LLB_LI,387
10006842,LLB_LP,393
10006842,LLB_LS,416
10006842,LLB_LW,388
10006842,LLB_LW4,387
10006842,LLB_LWMD,387
10006842,Law,387
10006842,MBCHB_HL,457
10006842,MBIO_BIOS,440
10006842,MCHEM_CHEM,368
10006842,MCHEM_CN,349
10006842,MCHEM_CN,355
10006842,MCHEM_CRI,366
10006842,MCHEM_MCP,349
10006842,MCHEM_MCP,400
10006842,MECOL_EC,406
10006842,MENG_AE,432
10006842,MENG_AEPLS,383
10006842,MENG_AVS,366
10006842,MENG_AVS,383
10006842,MENG_CEE,366
10006842,MENG_CEE,359
10006842,MENG_CS,359
10006842,MENG_CSE,408
10006842,MENG_CVE,368
10006842,MENG_ELEE,366
10006842,MENG_ELEEIN,366
10006842,MENG_EN,295
10006842,MENG_ID,361
10006842,MENG_MEEN,459
10006842,MENG_MME4,295
10006842,MENG_MRSY,361
10006842,MENG_MRSY,366
10006842,MENG_MRSYI,366
10006842,MENG_MRSYI,361
10006842,MESCI_GGP,356
10006842,MESCI_GL,356
10006842,MESCI_GLNA,356
10006842,MESCI_GPGG,356
10006842,MESCI_GPGG,376
10006842,MESCI_GPHNA,356
10006842,MMARBIOL_M,406
10006842,MMATH_MATH,406
10006842,MMATH_MP,368
10006842,MMATH_MP,372
10006842,MOSCI_OS,362
10006842,MPHYS_AP,427
10006842,MPHYS_PHYS,404
10006842,MPHY_TP,400
10006842,MPLAN_TRP,342
10006842,MPSYCHOLSCI,373
10006842,Music,400
10006842,Other_Languages,387
10006842,Philosophy,378
10006842,Politics,382
10006842,Sociology,358
10007063,1630,300
10007063,2150,320
10007063,2470,287
10007063,2635,297
10007063,2638,313
10007063,2667,302
10007063,2814,320
10007063,2918,331
10007063,2963,372
10007063,3656,300
10007063,3789,320
10007063,4142,320
10007063,4154,295
10007063,4198,353
10007063,4240,291
10007063,4343,320
10007063,4445,300
10007063,4447,379
10007063,4448,295
10007063,4449,305
10007063,RXJ90,320
10007114,U001I,260
10007114,U004N,287
10007114,U005G,260
10007114,U042N,360
10007114,U054G,260
10007114,U056H,264
10007114,U101N,266
10007114,U622N,360
10007114,U75NG,266
10007114,UC690,260
10007114,UC6N2,260
10007114,UC800,260
10007114,UC902,260
10007114,UCX61,360
10007114,UF710,302
10007114,UF7N8,302
10007114,UF7N8,289
10007114,UF900,284
10007114,UL300,270
10007114,UL380,270
10007114,UL450,248
10007114,UL530,248
10007114,UN290,289
10007114,UN430,291
10007114,UN820,289
10007114,UN832,289
10007114,UN853,289
10007114,UN870,301
10007114,UN875,289
10007114,UNN21,291
10007114,UNN28,289
10007114,UQ320,310
10007114,UQ505,304
10007114,UQ530,304
10007114,UQ538,304
10007114,UQP53,304
10007114,UQW53,291
10007114,UV210,278
10007114,UV212,278
10007114,UV400,208
10007114,UV4Q5,208
10007114,UV4Q5,304
10007114,UV600,265
10007114,UV900,265
10007114,UV9Q5,265
10007114,UV9V2,265
10007114,UV9V4,265
10007114,UVL12,258
10007114,UVL22,278
10007114,UVL52,265
10007114,UVQ03,278
10007114,UVQ23,278
10007114,UVV04,278
10007114,UVV06,278
10007114,UVV24,256
10007114,UVV26,278
10007114,UW100,291
10007114,UW213,291
10007114,UW231,291
10007114,UW301,291
10007114,UW310,291
10007114,UW3N1,291
10007114,UW400,291
10007114,UW600,291
10007114,UW790,291
10007114,UWW12,291
10007137,UGBAACCAECN,227
10007137,UGBAACCFIN,227
10007137,UGBAACCWIES,282
10007137,UGBAACCWIES,235
10007137,UGBAACT,336
10007137,UGBAADDFPS,238
10007137,UGBAASC,292
10007137,UGBABUS,261
10007137,UGBABUSAECN,261
10007137,UGBABUSWIES,282
10007137,UGBABUSWIES,259
10007137,UGBACEY,292
10007137,UGBACF,292
10007137,UGBACHD,255
10007137,UGBACW,264
10007137,UGBACWR,264
10007137,UGBADAN,338
10007137,UGBADFPAAFF,248
10007137,UGBADFPAAFF,336
10007137,UGBADFPS,253
10007137,UGBADRTHT,336
10007137,UGBAEDEY,307
10007137,UGBAEDPE,323
10007137,UGBAEDSEN,307
10007137,UGBAEDSPE,323
10007137,UGBAEDU,307
10007137,UGBAENL,274
10007137,UGBAENLD,274
10007137,UGBAENLL,274
10007137,UGBAEVM,252
10007137,UGBAEVMWIES,282
10007137,UGBAEVMWIES,255
10007137,UGBAFAR,341
10007137,UGBAFARPD,341
10007137,UGBAFARPR,341
10007137,UGBAFARSC,341
10007137,UGBAFARTX,341
10007137,UGBAFARWIES,282
10007137,UGBAFARWIES,341
10007137,UGBAFCP,323
10007137,UGBAFTS,248
10007137,UGBAFTVAAFF,248
10007137,UGBAFTVAAFF,336
10007137,UGBAHIARTAFA,341
10007137,UGBAHIS,271
10007137,UGBAHISWIES,282
10007137,UGBAHISWIES,273
10007137,UGBAHRM,247
10007137,UGBAHRMWIES,282
10007137,UGBAHRMWIES,247
10007137,UGBAICTWIES,280
10007137,UGBAICTWIES,282
10007137,UGBAIESWSTMG,282
10007137,UGBAIESWSTMG,255
10007137,UGBAMED,248
10007137,UGBAMEMHIS,271
10007137,UGBAMKT,264
10007137,UGBAMKTWIES,282
10007137,UGBAMKTWIES,249
10007137,UGBAMODHIS,271
10007137,UGBAMPAAFF,336
10007137,UGBAMPAAFF,336
10007137,UGBAMSAAFF,248
10007137,UGBAMSAAFF,336
10007137,UGBAMTAAFF,336
10007137,UGBAMTAAFF,336
10007137,UGBAMUAMT,336
10007137,UGBAMUS,293
10007137,UGBAMUSIT,327
10007137,UGBAMUSJZPER,293
10007137,UGBAMUSPER,341
10007137,UGBAMUSPR,293
10007137,UGBAMUSVOPER,293
10007137,UGBAMUSVT,336
10007137,UGBAMUSWIES,282
10007137,UGBAMUSWIES,336
10007137,UGBAMUSWIVT,340
10007137,UGBAMUSWMMA,336
10007137,UGBAMUTH,342
10007137,UGBAMUTHAAD,255
10007137,UGBAMUTHAAD,336
10007137,UGBAMUWCM,336
10007137,UGBAOADV,307
10007137,UGBAPCH,271
10007137,UGBAPESC,340
10007137,UGBAPETEYU,297
10007137,UGBAPETU,297
10007137,UGBAPHIL,282
10007137,UGBARES,282
10007137,UGBARES,282
10007137,UGBASCP,323
10007137,UGBASCR,269
10007137,UGBASCRAAFF,336
10007137,UGBASCRAAFF,269
10007137,UGBASPMED,248
10007137,UGBASPTBUMG,289
10007137,UGBASPTDVCO,294
10007137,UGBASPTSTD,263
10007137,UGBASWK,301
10007137,UGBATHRS,269
10007137,UGBATHRSWIES,282
10007137,UGBATHRSWIES,282
10007137,UGBATHT,347
10007137,UGBMSCIPSY,293
10007137,UGBMSISPTSES,323
10007137,UGBMUSCD,293
10007137,UGBMUSMT,336
10007137,UGBMUSOP,293
10007137,UGBSCSPC,323
10007137,UGBSDIGMKT,249
10007137,UGBSITMB,280
10007137,UGBSKS23MAT,300
10007137,UGBSPOL,271
10007137,UGBSPSY,293
10007137,UGBSSOFTDEV,280
10007137,UGBSSPEXPS,310
10007137,UGBSSPSCICO,287
10007137,UGBSSPTSES,302
10007137,UGBSSPTSTH,378
10007137,UGBSSTMG,255
10007137,UGFDCSCD,256
10007137,UGFSFCPU,256
10007137,UGMSSPTSTH,323
10007138,CBAAACTCT,347
10007138,CBAAACTIN,347
10007138,CBAAADVDM,286
10007138,CBAAADVDMYZ,286
10007138,CBAABUSEN,263
10007138,CBAABUSENYZ,263
10007138,CBAABUSST,274
10007138,CBAABUSSTYZ,274
10007138,CBAACHYOU,258
10007138,CBAACHYOUYZ,258
10007138,CBAACREWR,246
10007138,CBAACRIMY,263
10007138,CBAADRAMA,280
10007138,CBAADRAMAYZ,280
10007138,CBAAECHST,282
10007138,CBAAECHSTYZ,282
10007138,CBAAECONI,219
10007138,CBAAECONIYZ,219
10007138,CBAAEDSTD,261
10007138,CBAAEDSTDYZ,261
10007138,CBAAENGLH,236
10007138,CBAAEVMAN,285
10007138,CBAAEVMANYZ,285
10007138,CBAAFARTP,305
10007138,CBAAFARTPYZ,305
10007138,CBAAFASHM,289
10007138,CBAAFASHMYZ,289
10007138,CBAAFASHN,325
10007138,CBAAFASHNYZ,325
10007138,CBAAFASLE,325
10007138,CBAAFASTF,325
10007138,CBAAFASTFYZ,325
10007138,CBAAFNART,396
10007138,CBAAFNARTYZ,396
10007138,CBAAFWACS,325
10007138,CBAAFWACSYZ,325
10007138,CBAAGAART,277
10007138,CBAAGRCOM,306
10007138,CBAAGRCOMYZ,306
10007138,CBAAHISTY,292
10007138,CBAAHRMAN,253
10007138,CBAAHRMANYZ,253
10007138,CBAAILLUS,328
10007138,CBAAILLUSYZ,328
10007138,CBAAINDES,266
10007138,CBAAINDESYZ,266
10007138,CBAAINTBS,286
10007138,CBAAINTBSYZ,286
10007138,CBAAINTOM,291
10007138,CBAAINTOMYZ,291
10007138,CBAAINTPO,254
10007138,CBAAINVPR,250
10007138,CBAAINVPRYZ,250
10007138,CBAAMANAG,272
10007138,CBAAMANAGYZ,272
10007138,CBAAMANAG_IN,272
10007138,CBAAMEPMI,255
10007138,CBAAMEPMIYZ,255
10007138,CBAAMMJOU,246
10007138,CBAAMMJOUYZ,246
10007138,CBAAPHOTO,316
10007138,CBAAPHOTOYZ,316
10007138,CBAAPOLIC,244
10007138,CBAAPOPMU,250
10007138,CBAAPOPMUYZ,250
10007138,CBAAPREDU,309
10007138,CBAAPRI37,312
10007138,CBAASENIN,273
10007138,CBAASENINYZ,273
10007138,CBAASOCIY,233
10007138,CBAASOCIYYZ,233
10007138,CBAASOCOD,305
10007138,CBAASOCWK,347
10007138,CBAASPDPE,324
10007138,CBAASPDPEYZ,324
10007138,CBAASPMKM,304
10007138,CBAASPMKMYZ,304
10007138,CBAATWDEV,258
10007138,CBAATWDEVYZ,258
10007138,CBENCOMCN,326
10007138,CBENCOMCS,326
10007138,CBENENGEE,286
10007138,CBENENGIN,250
10007138,CBENENMEC,250
10007138,CBSCACFIN,237
10007138,CBSCADNUR,302
10007138,CBSCARCTY,280
10007138,CBSCARCTYYZ,280
10007138,CBSCBAFPL,276
10007138,CBSCBAFPLYZ,276
10007138,CBSCBCSYS,266
10007138,CBSCBCWEB,230
10007138,CBSCBIOLY,236
10007138,CBSCBIOLYYZ,236
10007138,CBSCCGDEV,277
10007138,CBSCCHNUR,270
10007138,CBSCCOMGV,271
10007138,CBSCCOMMC,271
10007138,CBSCCOMPU,271
10007138,CBSCCOMPUYZ,271
10007138,CBSCCOMSE,271
10007138,CBSCCOMWT,271
10007138,CBSCDEPSY,297
10007138,CBSCENGIN,326
10007138,CBSCENGINYZ,326
10007138,CBSCENVSC,304
10007138,CBSCENVSCYZ,304
10007138,CBSCGEOGY,240
10007138,CBSCGEOGYYZ,240
10007138,CBSCGEOHG,240
10007138,CBSCGEOPG,240
10007138,CBSCHBIOS,292
10007138,CBSCHBIOSYZ,292
10007138,CBSCINTAC,240
10007138,CBSCINTACYZ,240
10007138,CBSCLDNUR,290
10007138,CBSCLEABU,286
10007138,CBSCLEAMA,286
10007138,CBSCLEATH,286
10007138,CBSCLEATHYZ,286
10007138,CBSCMHNUR,280
10007138,CBSCMIDWF,304
10007138,CBSCMKTMA,251
10007138,CBSCMKTMAYZ,251
10007138,CBSCMKTMA_IN,251
10007138,CBSCOCCTH,324
10007138,CBSCPARSC,290
10007138,CBSCPODIA,256
10007138,CBSCPRDES,272
10007138,CBSCPRDESYZ,272
10007138,CBSCPSCOU,307
10007138,CBSCPSYCH,266
10007138,CBSCPSYCHYZ,266
10007138,CBSCSPEXS,244
10007138,CBSCSPEXSYZ,244
10007138,CDIPLEABS,240
10007138,CDIPLEAMG,240
10007138,CDIPLEATH,240
10007138,CFDABUSEN,240
10007138,CFDAEARYR,298
10007138,CFDALEATE,298
10007138,CFDSDENNU,245
10007138,CFDSHSOCC,280
10007138,CFDSPMSCI,273
10007138,CHNDBCSYS,253
10007138,CHNDBCWEB,253
10007138,CHNDBUSIN,316
10007138,CHNDCCPHO,243
10007138,CHNDCGDEV,233
10007138,CHNDCOMCE,229
10007138,CHNDCOMGV,229
10007138,CHNDCOMMC,229
10007138,CHNDCOMNE,229
10007138,CHNDCOMPU,229
10007138,CHNDCOMSE,229
10007138,CHNDCOMWT,229
10007138,CHNDDIGFP,227
10007138,CHNDENGIN,286
10007138,CHNDMUSPR,240
10007138,CHNDPRDES,273
10007138,CHNDTTOUR,453
10007138,CLLBBLAWS,251
10007138,CLLBBLAWSYZ,251
10007138,CLLBBLAWS_IN,251
10007138,SUBACCOSUBBUSI,244
10007138,SUBACCOSUBECON,219
10007138,SUBACCOSUBEDST,240
10007138,SUBACCOSUBEDST,273
10007138,SUBACCOSUBEVMA,283
10007138,SUBACCOSUBEVMA,240
10007138,SUBACCOSUBHEAL,258
10007138,SUBACCOSUBHEAL,240
10007138,SUBACCOSUBLAWS,250
10007138,SUBACCOSUBLAWS,240
10007138,SUBACCOSUBMGMT,244
10007138,SUBACCOSUBMGMT,240
10007138,SUBACCOSUBSPST,277
10007138,SUBACCOSUBSPST,240
10007138,SUBACCOSUBTWDE,291
10007138,SUBACCOSUBTWDE,240
10007138,SUBADVESUBACCO,271
10007138,SUBADVESUBACCO,240
10007138,SUBADVESUBBUSI,271
10007138,SUBADVESUBBUSI,266
10007138,SUBADVESUBEVMA,271
10007138,SUBADVESUBEVMA,283
10007138,SUBADVESUBMGMT,244
10007138,SUBADVESUBMGMT,271
10007138,SUBBENTSUBADVE,271
10007138,SUBBENTSUBADVE,266
10007138,SUBBENTSUBDRAM,329
10007138,SUBBENTSUBDRAM,266
10007138,SUBBENTSUBECON,215
10007138,SUBBENTSUBECON,266
10007138,SUBBENTSUBEDST,266
10007138,SUBBENTSUBEDST,273
10007138,SUBBENTSUBEVMA,283
10007138,SUBBENTSUBEVMA,266
10007138,SUBBENTSUBMGMT,244
10007138,SUBBENTSUBMGMT,266
10007138,SUBBENTSUBPOPM,264
10007138,SUBBENTSUBPOPM,266
10007138,SUBBENTSUBPSYC,266
10007138,SUBBENTSUBPSYC,273
10007138,SUBBENTSUBSOCI,240
10007138,SUBBENTSUBSOCI,266
10007138,SUBBENTSUBSPST,277
10007138,SUBBENTSUBSPST,266
10007138,SUBBENTSUBTWDE,291
10007138,SUBBENTSUBTWDE,266
10007138,SUBBUSISUBBENT,266
10007138,SUBBUSISUBCRIM,266
10007138,SUBBUSISUBCRIM,266
10007138,SUBBUSISUBECON,215
10007138,SUBBUSISUBECON,266
10007138,SUBBUSISUBHGEO,261
10007138,SUBBUSISUBHGEO,266
10007138,SUBBUSISUBHIST,253
10007138,SUBBUSISUBHIST,266
10007138,SUBBUSISUBHRMA,274
10007138,SUBBUSISUBHRMA,266
10007138,SUBBUSISUBLAWS,250
10007138,SUBBUSISUBLAWS,266
10007138,SUBBUSISUBMPMI,244
10007138,SUBBUSISUBMPMI,266
10007138,SUBBUSISUBPOPM,264
10007138,SUBBUSISUBPOPM,266
10007138,SUBBUSISUBPSYC,298
10007138,SUBBUSISUBSCAR,285
10007138,SUBBUSISUBSCAR,266
10007138,SUBBUSISUBSPST,277
10007138,SUBBUSISUBSPST,266
10007138,SUBBUSISUBTWDE,291
10007138,SUBBUSISUBTWDE,266
10007138,SUBCREWSUBBENT,272
10007138,SUBCREWSUBBENT,266
10007138,SUBCREWSUBBUSI,272
10007138,SUBCREWSUBBUSI,266
10007138,SUBCREWSUBDRAM,272
10007138,SUBCREWSUBDRAM,329
10007138,SUBCREWSUBEDST,272
10007138,SUBCREWSUBEDST,273
10007138,SUBCREWSUBENGL,280
10007138,SUBCREWSUBHIST,272
10007138,SUBCREWSUBHIST,253
10007138,SUBCREWSUBMPMI,272
10007138,SUBCREWSUBMPMI,244
10007138,SUBCRIMSUBADVE,266
10007138,SUBCRIMSUBADVE,271
10007138,SUBCRIMSUBCREW,272
10007138,SUBCRIMSUBCREW,266
10007138,SUBCRIMSUBECON,215
10007138,SUBCRIMSUBECON,266
10007138,SUBCRIMSUBENGL,246
10007138,SUBCRIMSUBENGL,266
10007138,SUBCRIMSUBEVMA,250
10007138,SUBCRIMSUBEVMA,283
10007138,SUBCRIMSUBFILM,244
10007138,SUBCRIMSUBFILM,266
10007138,SUBCRIMSUBHEAL,258
10007138,SUBCRIMSUBHEAL,266
10007138,SUBCRIMSUBLAWS,266
10007138,SUBCRIMSUBLAWS,250
10007138,SUBCRIMSUBMPMI,244
10007138,SUBCRIMSUBMPMI,266
10007138,SUBCRIMSUBPSYC,255
10007138,SUBCRIMSUBSOCI,293
10007138,SUBCRIMSUBSPST,277
10007138,SUBCRIMSUBSPST,266
10007138,SUBDRAMSUBCRIM,266
10007138,SUBDRAMSUBCRIM,329
10007138,SUBDRAMSUBENGL,246
10007138,SUBDRAMSUBENGL,329
10007138,SUBDRAMSUBMPMI,244
10007138,SUBDRAMSUBMPMI,329
10007138,SUBDRAMSUBPOPM,264
10007138,SUBDRAMSUBPOPM,329
10007138,SUBDRAMSUBPSYC,329
10007138,SUBDRAMSUBPSYC,273
10007138,SUBDRAMSUBSPST,277
10007138,SUBDRAMSUBSPST,329
10007138,SUBECONSUBHGEO,261
10007138,SUBECONSUBHGEO,215
10007138,SUBECONSUBHIST,215
10007138,SUBECONSUBHIST,253
10007138,SUBECONSUBLAWS,215
10007138,SUBECONSUBLAWS,250
10007138,SUBECONSUBMGMT,244
10007138,SUBECONSUBMGMT,215
10007138,SUBECONSUBSOCI,215
10007138,SUBECONSUBSOCI,240
10007138,SUBECONSUBTWDE,291
10007138,SUBECONSUBTWDE,215
10007138,SUBEDSTSUBADVE,284
10007138,SUBEDSTSUBADVE,271
10007138,SUBEDSTSUBBUSI,284
10007138,SUBEDSTSUBBUSI,266
10007138,SUBEDSTSUBCRIM,284
10007138,SUBEDSTSUBCRIM,266
10007138,SUBEDSTSUBDRAM,284
10007138,SUBEDSTSUBDRAM,329
10007138,SUBEDSTSUBECON,284
10007138,SUBEDSTSUBECON,215
10007138,SUBEDSTSUBENGL,244
10007138,SUBEDSTSUBHGEO,261
10007138,SUBEDSTSUBHGEO,273
10007138,SUBEDSTSUBHIST,253
10007138,SUBEDSTSUBHIST,273
10007138,SUBEDSTSUBHRMA,274
10007138,SUBEDSTSUBHRMA,273
10007138,SUBEDSTSUBPOPM,264
10007138,SUBEDSTSUBPOPM,273
10007138,SUBEDSTSUBPSYC,294
10007138,SUBEDSTSUBSCAR,272
10007138,SUBEDSTSUBSPST,312
10007138,SUBEDSTSUBTWDE,291
10007138,SUBEDSTSUBTWDE,273
10007138,SUBENGLSUBACCO,246
10007138,SUBENGLSUBACCO,240
10007138,SUBENGLSUBADVE,246
10007138,SUBENGLSUBADVE,271
10007138,SUBENGLSUBBENT,246
10007138,SUBENGLSUBBENT,266
10007138,SUBENGLSUBBUSI,246
10007138,SUBENGLSUBBUSI,266
10007138,SUBENGLSUBECON,215
10007138,SUBENGLSUBECON,246
10007138,SUBENGLSUBFILM,246
10007138,SUBENGLSUBFILM,244
10007138,SUBENGLSUBHEAL,258
10007138,SUBENGLSUBHEAL,246
10007138,SUBENGLSUBHGEO,261
10007138,SUBENGLSUBHGEO,246
10007138,SUBENGLSUBHIST,246
10007138,SUBENGLSUBHIST,253
10007138,SUBENGLSUBPOPM,264
10007138,SUBENGLSUBPOPM,246
10007138,SUBENGLSUBPSYC,246
10007138,SUBENGLSUBPSYC,273
10007138,SUBENGLSUBSOCI,240
